Year,LocationName,DataSource,Category,Measure,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
2019,02111,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,13.3,11.4,15.3,7383,POINT (-71.05910467 42.35013318),02111,RISKBEH,CSMOKING,CrdPrv,Current Smoking
2019,02111,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.3,2.2,2.4,7383,POINT (-71.05910467 42.35013318),02111,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
2019,02111,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,2.5,2.3,2.8,7383,POINT (-71.05910467 42.35013318),02111,HLTHOUT,STROKE,CrdPrv,Stroke
2019,02111,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,9.3,8.8,9.9,7383,POINT (-71.05910467 42.35013318),02111,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,02111,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,73.6,71.4,76.0,7383,POINT (-71.05910467 42.35013318),02111,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
2019,02111,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,4.3,3.8,4.7,7383,POINT (-71.05910467 42.35013318),02111,HLTHOUT,COPD,CrdPrv,COPD
2018,02111,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,63.3,59.7,66.3,7383,POINT (-71.05910467 42.35013318),02111,PREVENT,DENTAL,CrdPrv,Dental Visit
2019,02111,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,16.6,15.9,17.2,7383,POINT (-71.05910467 42.35013318),02111,HLTHOUT,OBESITY,CrdPrv,Obesity
2019,02111,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,11.1,9.3,13.2,7383,POINT (-71.05910467 42.35013318),02111,PREVENT,ACCESS2,CrdPrv,Health Insurance
2018,02110,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,40.4,33.7,47.0,1733,POINT (-71.05443097 42.35535152),02110,PREVENT,COREM,CrdPrv,Core preventive services for older men
2019,02110,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,Crude prevalence,19.7,19.1,20.3,1733,POINT (-71.05443097 42.35535152),02110,RISKBEH,BINGE,CrdPrv,Binge Drinking
2018,02110,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,32.0,30.6,33.5,1733,POINT (-71.05443097 42.35535152),02110,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
2019,02110,BRFSS,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,18.6,17.6,19.7,1733,POINT (-71.05443097 42.35535152),02110,HLTHOUT,DEPRESSION,CrdPrv,Depression
2018,02110,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,86.1,83.1,87.9,1733,POINT (-71.05443097 42.35535152),02110,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
2019,02110,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,11.2,10.1,12.4,1733,POINT (-71.05443097 42.35535152),02110,HLTHSTAT,MHLTH,CrdPrv,Mental Health
2019,02110,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,28.4,27.1,29.8,1733,POINT (-71.05443097 42.35535152),02110,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2019,02110,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,92.9,92.0,93.6,1733,POINT (-71.05443097 42.35535152),02110,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2019,02110,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,31.9,31.1,32.7,1733,POINT (-71.05443097 42.35535152),02110,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2018,02110,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,30.3,24.1,36.0,1733,POINT (-71.05443097 42.35535152),02110,PREVENT,COREW,CrdPrv,Core preventive services for older women
2018,02110,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",Crude prevalence,74.2,70.9,76.8,1733,POINT (-71.05443097 42.35535152),02110,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2019,02110,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,3.0,2.6,3.4,1733,POINT (-71.05443097 42.35535152),02110,HLTHOUT,STROKE,CrdPrv,Stroke
2019,02110,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,26.0,24.7,27.3,1733,POINT (-71.05443097 42.35535152),02110,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2019,02110,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,9.6,9.1,10.1,1733,POINT (-71.05443097 42.35535152),02110,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,02110,BRFSS,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,82.7,79.5,85.3,1733,POINT (-71.05443097 42.35535152),02110,PREVENT,MAMMOUSE,CrdPrv,Mammography
2019,02110,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,10.4,8.4,12.8,1733,POINT (-71.05443097 42.35535152),02110,RISKBEH,CSMOKING,CrdPrv,Current Smoking
2019,02110,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,6.2,5.1,7.8,1733,POINT (-71.05443097 42.35535152),02110,PREVENT,ACCESS2,CrdPrv,Health Insurance
2019,02110,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,21.3,19.2,24.1,1733,POINT (-71.05443097 42.35535152),02110,RISKBEH,LPA,CrdPrv,Physical Inactivity
2019,02110,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,5.3,4.4,6.5,1733,POINT (-71.05443097 42.35535152),02110,HLTHOUT,COPD,CrdPrv,COPD
2019,02110,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,8.7,8.3,9.2,1733,POINT (-71.05443097 42.35535152),02110,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
2019,02110,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,20.9,19.8,22.0,1733,POINT (-71.05443097 42.35535152),02110,HLTHOUT,OBESITY,CrdPrv,Obesity
2018,02110,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,9.0,5.1,14.9,1733,POINT (-71.05443097 42.35535152),02110,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2018,02110,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,75.5,71.9,78.6,1733,POINT (-71.05443097 42.35535152),02110,PREVENT,DENTAL,CrdPrv,Dental Visit
2019,02110,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,8.6,7.8,9.5,1733,POINT (-71.05443097 42.35535152),02110,HLTHOUT,DIABETES,CrdPrv,Diabetes
2019,02110,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.8,2.6,3.0,1733,POINT (-71.05443097 42.35535152),02110,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
2019,02110,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,6.4,5.7,7.2,1733,POINT (-71.05443097 42.35535152),02110,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2019,02110,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,13.1,11.2,15.5,1733,POINT (-71.05443097 42.35535152),02110,HLTHSTAT,GHLTH,CrdPrv,General Health
2019,02110,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,81.4,80.8,82.0,1733,POINT (-71.05443097 42.35535152),02110,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2019,02110,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,10.5,9.3,11.9,1733,POINT (-71.05443097 42.35535152),02110,HLTHSTAT,PHLTH,CrdPrv,Physical Health
2019,02110,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,77.0,76.1,78.0,1733,POINT (-71.05443097 42.35535152),02110,PREVENT,BPMED,CrdPrv,Taking BP Medication
2019,02109,BRFSS,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,18.7,17.9,19.6,3771,POINT (-71.05394458 42.35982634),02109,HLTHOUT,DEPRESSION,CrdPrv,Depression
2019,02109,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,6.2,6.0,6.4,3771,POINT (-71.05394458 42.35982634),02109,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
2019,02109,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,18.2,16.6,20.0,3771,POINT (-71.05394458 42.35982634),02109,RISKBEH,LPA,CrdPrv,Physical Inactivity
2019,02109,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,9.4,7.9,11.2,3771,POINT (-71.05394458 42.35982634),02109,RISKBEH,CSMOKING,CrdPrv,Current Smoking
2019,02109,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,6.1,5.2,7.5,3771,POINT (-71.05394458 42.35982634),02109,PREVENT,ACCESS2,CrdPrv,Health Insurance
2019,02109,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,5.5,5.1,5.8,3771,POINT (-71.05394458 42.35982634),02109,HLTHOUT,DIABETES,CrdPrv,Diabetes
2019,02109,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,3.5,3.0,4.0,3771,POINT (-71.05394458 42.35982634),02109,HLTHOUT,COPD,CrdPrv,COPD
2018,02109,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,8.0,5.1,13.4,3771,POINT (-71.05394458 42.35982634),02109,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2019,02109,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,4.0,3.7,4.3,3771,POINT (-71.05394458 42.35982634),02109,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2019,02109,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,18.5,17.8,19.3,3771,POINT (-71.05394458 42.35982634),02109,HLTHOUT,OBESITY,CrdPrv,Obesity
2019,02109,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,7.8,7.1,8.5,3771,POINT (-71.05394458 42.35982634),02109,HLTHSTAT,PHLTH,CrdPrv,Physical Health
2019,02109,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,65.7,64.4,66.8,3771,POINT (-71.05394458 42.35982634),02109,PREVENT,BPMED,CrdPrv,Taking BP Medication
2019,02109,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,1.9,1.8,2.1,3771,POINT (-71.05394458 42.35982634),02109,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
2019,02109,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,77.6,76.9,78.1,3771,POINT (-71.05394458 42.35982634),02109,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2018,02109,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,42.1,37.6,46.5,3771,POINT (-71.05394458 42.35982634),02109,PREVENT,COREM,CrdPrv,Core preventive services for older men
2019,02109,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,20.1,19.5,20.8,3771,POINT (-71.05394458 42.35982634),02109,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2019,02109,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,21.9,21.5,22.3,3771,POINT (-71.05394458 42.35982634),02109,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2019,02109,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,89.9,88.6,90.9,3771,POINT (-71.05394458 42.35982634),02109,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2018,02109,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,29.7,25.6,33.4,3771,POINT (-71.05394458 42.35982634),02109,PREVENT,COREW,CrdPrv,Core preventive services for older women
2018,02109,BRFSS,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,82.3,80.1,84.0,3771,POINT (-71.05394458 42.35982634),02109,PREVENT,MAMMOUSE,CrdPrv,Mammography
2018,02109,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,32.2,31.0,33.4,3771,POINT (-71.05394458 42.35982634),02109,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
2019,02109,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,17.9,17.2,18.6,3771,POINT (-71.05394458 42.35982634),02109,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2019,02109,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,9.3,8.9,9.6,3771,POINT (-71.05394458 42.35982634),02109,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2019,02109,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,9.7,8.6,11.1,3771,POINT (-71.05394458 42.35982634),02109,HLTHSTAT,GHLTH,CrdPrv,General Health
2018,02109,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,77.4,74.9,79.7,3771,POINT (-71.05394458 42.35982634),02109,PREVENT,DENTAL,CrdPrv,Dental Visit
2019,02109,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,11.5,10.6,12.6,3771,POINT (-71.05394458 42.35982634),02109,HLTHSTAT,MHLTH,CrdPrv,Mental Health
2018,02109,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",Crude prevalence,74.8,72.5,76.6,3771,POINT (-71.05394458 42.35982634),02109,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2019,02109,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,1.9,1.8,2.2,3771,POINT (-71.05394458 42.35982634),02109,HLTHOUT,STROKE,CrdPrv,Stroke
2019,02109,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,Crude prevalence,25.2,24.6,25.8,3771,POINT (-71.05394458 42.35982634),02109,RISKBEH,BINGE,CrdPrv,Binge Drinking
2018,02109,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,86.6,84.9,87.9,3771,POINT (-71.05394458 42.35982634),02109,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
2018,02108,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,44.8,38.7,49.6,3825,POINT (-71.0661905 42.35789571),02108,PREVENT,COREM,CrdPrv,Core preventive services for older men
2019,02108,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,9.3,9.0,9.8,3825,POINT (-71.0661905 42.35789571),02108,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2019,02108,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,19.4,18.8,20.1,3825,POINT (-71.0661905 42.35789571),02108,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2018,02108,BRFSS,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,83.2,80.6,85.0,3825,POINT (-71.0661905 42.35789571),02108,PREVENT,MAMMOUSE,CrdPrv,Mammography
2018,02108,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,81.0,78.5,82.9,3825,POINT (-71.0661905 42.35789571),02108,PREVENT,DENTAL,CrdPrv,Dental Visit
2018,02108,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,35.2,29.8,40.1,3825,POINT (-71.0661905 42.35789571),02108,PREVENT,COREW,CrdPrv,Core preventive services for older women
2018,02108,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,30.7,29.6,31.8,3825,POINT (-71.0661905 42.35789571),02108,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
2019,02108,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,25.1,24.6,25.6,3825,POINT (-71.0661905 42.35789571),02108,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2019,02108,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,90.9,89.3,91.7,3825,POINT (-71.0661905 42.35789571),02108,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2019,02108,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,8.4,7.5,9.7,3825,POINT (-71.0661905 42.35789571),02108,HLTHSTAT,GHLTH,CrdPrv,General Health
2019,02108,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,Crude prevalence,25.0,24.4,25.7,3825,POINT (-71.0661905 42.35789571),02108,RISKBEH,BINGE,CrdPrv,Binge Drinking
2018,02108,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,5.2,3.5,8.6,3825,POINT (-71.0661905 42.35789571),02108,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2019,02108,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,10.9,10.0,12.1,3825,POINT (-71.0661905 42.35789571),02108,HLTHSTAT,MHLTH,CrdPrv,Mental Health
2018,02108,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,88.6,87.0,89.6,3825,POINT (-71.0661905 42.35789571),02108,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
2019,02108,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,1.7,1.6,1.9,3825,POINT (-71.0661905 42.35789571),02108,HLTHOUT,STROKE,CrdPrv,Stroke
2018,02108,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",Crude prevalence,76.5,74.1,78.1,3825,POINT (-71.0661905 42.35789571),02108,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2019,02108,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,1.8,1.7,1.9,3825,POINT (-71.0661905 42.35789571),02108,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
2019,02108,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,3.6,3.4,3.9,3825,POINT (-71.0661905 42.35789571),02108,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2019,02108,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,17.4,16.7,18.0,3825,POINT (-71.0661905 42.35789571),02108,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2019,02108,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,5.1,4.8,5.4,3825,POINT (-71.0661905 42.35789571),02108,HLTHOUT,DIABETES,CrdPrv,Diabetes
2019,02108,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,3.0,2.7,3.6,3825,POINT (-71.0661905 42.35789571),02108,HLTHOUT,COPD,CrdPrv,COPD
2019,02108,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,18.0,17.3,18.8,3825,POINT (-71.0661905 42.35789571),02108,HLTHOUT,OBESITY,CrdPrv,Obesity
